"""sometimes i realise things in fleeting moments and it takes a while to get them composed and down on paper or DOTS computer screen rather DOTS it amazing how quickly we all settled in to a routine here i no longer feel that it strange that i live in israel or that i speak and study a different language every day i no longer notice buses driving buy or worry that the parked cars on the street are going to explode as i walk buy them the heat is hardly noticable or bothersome i feel like i known these people forever DOTS it only sometimes moments all too fleeting when i remember why were here how amazing it is that i here that these people are here with me what we doing here working toward i had a moment in ulpan the other day when it occured to me that these people are just classmates they collegues some of the people in my class will be in my classes for the next years some of them will work in the same city as me all of them will be part of my life forever it crazy then tonight i had dinner with katie and lisa and marcy the cantorial crew we brought a chicken to marcy and she made cuscus and it was great just sitting around gabbing and i found myself thinking how great it was that i will have these people in my life now sometimes i get sad when i think about my rabbinic friends who will be at different campuses next year i do have those worries with marcy and the girls i know they not going anywhere anytime soon it comforting and it occured to me that these women are just my collegues they my friends and sitting around and eating and laughing and being rude STRONG! i knew it was more than that they are my family too on a lighter note i stole pictures from katie and marcy today some great ones from hezekiah tunnel and of me being frum in the old city also a great one of katie and dan they all on my webshots page in the trip pictures album enjoy STRONG! """,1
"""attraction is so basic what people need from one another is so much more complex one does not guarantee the other and appologies should not be necessary """,1
"""hang on everyone this is going to be a long entry the day started off with a joke since we had been told to dress appropriately for our visit to the western wall today i decided to go all the way and wear not only a long skirt to ankles but a very head scarf i did it to make my classmates smile and to make a joke of the fact that we ca just go as we are ca just pray as we are can never quite feel accepted in our homeland at our wall anyway it worked for a while my classmates laughed i laughed especially when anna told me that the head scarf indicated to people that i was married STRONG! and it was fun to be in the old city and not get mean looks from the orthodox crowd in fact i got smiles sometimes felt welcome was harrassed by orthodox children raising money for yeshivas who thought i be sympathetic things only got better when i offered to carry my friend jo baby for a while in her snuggly carrier thing boy did i look like a young frum mother pictures to follow sometime soon STRONG! STRONG! little did i know we went to the western wall tunnels which was very cool because i had never been there before what was cool was that the tunnels empty out into the arab quarter of the old city now let me preface this by saying that we were very safe the western wall tunnel people surround departing groups with a team of security men to escort you back to the jewish quarter men who have handguns in hand with their fingers all but on the trigger nobody was going to bother us surrounded by these men and certainly nothing was going to explode in the arab quarter but suddenly it was not so funny to be dressed as an orthodox jew the outfit adopted with the intention of making me feel less conspicuous was suddenly a very big failure luckily the walk back to the jewish quarter was short never have i been so relieved to be surrounded by orthodox jews for a while i even felt safe and then it happened do freak out i fine everything fine after lunch we were heading back towards the western wall area when we found we could go any farthur police had blocked off the bottom of the staircase we were on there was a suspicious object down the street and no one was going anywhere until it had been delt with which means that someone left a backpack somewhere and the whole area had to be blocked off the bomb squad had to come in and it had to be blown up we stood on the stairs for about minutes patiently for the most part i actually did feel scared i was impressed with the policeman and the efficeincy of the whole ordeal people were calm at first but people do like to be caged and in addition to not letting people into the western wall area the police were also not letting anyone out while you would think that when there a bomb scare people would be happy to sit back and listen to the police this is israel and nothing that easy just as we hear the suspicious object being blown up a block or so away something like a soft pop not a big explosion noise a riot breaks out at the gate to the western wall the people wanted out police were running and people were screaming and it was not pleasant actually it was pretty upsetting and a little scary yes that me fine with the suspicious object down the street but scared of riots and upset by the sight of policeman running with raised nightstick type things anyway the whole ordeal left me feeling pretty shaken up today made me feel like i do know who to be more afraid of being too jewish means i may not feel safe around arabs not being jewish enough means i may not feel safe around orthodox jews and in the end it does really matter because all it takes is one person left behind belongings for everyone to be confronted with mortality and for all hell to suddenly break lose most days i feel perfectly safe here most days i argue with others that i probably safer here than in most big cities today made me want to crawl into bed and never come out and in fact for the rest of the day that may be exactly what i do """,1
"""today we had a community service fair so that we could meet people from different organizations and begin to decide where to devote our community service requirement i went over to the young judaea table after reading the description of their program basically they need huc students to help plan lead and facilitate liberal spiritual prayer exprincs services for their group of american college freshmen who are doing a year in israel program these kids have never really been active in religious settings so they want us to help introduce them to different types of prayer and worship styles traditional creative medatative musical so i knew this was right up my ally and in the end it where i going to volunteer all this is well and good but not the point of my story i go up to the table and introduce myself to avi the leader of the program avi points to the canada pin on my bag and says where are you from emma toronto avi me too STRONG! e really a yes e that so cool STRONG! a where did you go to school e queen a oh yeah i worked at york e awesome a what temple do you belong to e i grew up at har zion DOTS a oh STRONG! sheryl nosan was there for a while STRONG! e yeah she great DOTS and now i at kol ami my dad the rabbi there a oh STRONG! you danny daughter STRONG! i love your dad STRONG! i worked with kolel etc etc really close friends with nancy etc etc actually i been to your house before STRONG! e a little weirded out really was i there a probably nancy and david engagement party e i was there STRONG! that really weird a yeah so you doing the second generation thing you dad great he knows my dad actually my dad a rabbi in winnipeg DOTS and it went on from there so this is both funny and frustrating i do know why i thought i could get away from all of that here you think i expect it by now maybe i just sensitive now to wanting to be seen as being here on my own terms we rk rabbi kids and there are a good sized group of us in the program get a lot of oh you an rk no wonder you here and everytime i think gee DOTS thanks for assuming i can think for myself DOTS it funny that these things never really used to bother me i just really do want people thinking i got a free ticket here or that i did come to this calling on my own terms DOTS oh well DOTS what can you do in anycase dad avi rose nathan rose son says hi """,1
"""i somehow forgot to talk about havdallah this past week we a large group of my classmates and i had it at noah and adam house and it was lead by my classmate and friend noam katz who just happens to write amazing jewish music the energy in the room was incredible and i could go on forever about it but my friend leah describes it beautifully on her blog so here what she said last night during havdalah at noah and adam a room teeming with huc students separated the peace of shabbat from the routine of the week as the room filled with song with harmony and beauty love enveloped that space between the sacred and the profane bringing the two together in a dance that embodied the essence of shalem of wholeness of letting go of the rest of the world in search of a peace that is the calm amidst the insanity """,1
"""wow talk about once in a life time exprincs STRONG! last night i went with about half of my classmates to a david broza sunrise concert at massada david broza is a famous israeli musician singer and guitar player some say he is israel version of dave matthews others say eric clapton still others say billy joel DOTS i had heard of david broza before and had in fact seen him in central park when i was on staff at kutz camp and we took the campers to participate in an israel rally i had paid too much attention to him then though because i was doing my job and looking out for the campers so i did go to this concert because i was a fan i went because it was a sunrise concert at massada meaning it began at TIME in the middle of the desert at the base of one of the coolest mountains on the planet and one of my favorite places in isreal and ended with the rising of the sun which i had seen from the top of massada on my nfty israel trip and knew to be an amazing sight about of the huc students went to this concert but we broke ourselves down into smaller groups for the purpose of transportation we went in sheiruts taxi buses some which went straight to massada from jerusalem about hour drive and some like mine which first went to arad where we had to pick up our tickets other people had picked them up in tel aviv earlier in the week arad is a small city just south of massada our group of us in sheiruts left jerusalem at in the evening and drove to arad the drive was beautiful there is a heavyness about jerusalem that you do always feel when you in the city but when it leaves you as you leave the city you notice it between our newfound lightweightedness i think i just created a word and the gorgeous veiw we were elated my last trip to israel was spent mostly in the south so as we drove down into the desert i felt like i was coming home back to a place of familiarity and happy memories anyway we picked up our tickets and went to a bar for dinner and drinks we had a grand old time eating drinking playing pool shmoozing and getting excited for the concert after that we bought tickets for the bus to massada which would leave at TIME TIME since it was only TIME TIME we found a park to chill out in and kill time some of us slept while others played frisbee and chatted those of us that wanted to sleep spread out blankets on the grass and quickly learned that it is very cold in the desert at night despite our various sweatshirts and blankets we were quite cold luckily we are all friendly peaople and did not mind squeezing our bodies close up to one another under one blanket as i lay under the sky in arad shivering i learned two very important things the first is that a tired rachel crossley and a tired emma equal a lot of giln the second thing is that if you ever have to go to a cold country or sleep in a cold desert and you can only take one person with you tal is the person to take he emits warmth STRONG! around TIME TIME we woke ourselves up warmed ourselves up found some bathrooms to use and headed for the bus the bus left on time but took longer than the expected min to get there due to the heavy traffic created by the concert attendants police and security people finally we got there though and it was well worth the wait the concert was set up at the foot of massada at the back between the roman ramp and herod palace for those of you that have been there and know what i talking about we sat in the stands or on blankets and watched the amazing concert broza is an incredible musician and you did have to be familiar with his music in order to appreciate his talent and the atmosphere the concert started in the dark just the lights from the stage then certain parts of massada herod palace for example were lit up and could be seen clearly from where we sat below at one point the whole line of wall at the top of the mountain was lit up it was incredible after hours of great music and moving lighting the sky began to lighten and the mountain and the sea below us began to become more and more visible david worked his music to a climax with everybody favorite songs at the end so we found ourselves standing and singing as the sun rose above us it was truely an amazing moving beautiful morning i am incredibly tired but so glad that i went below is a picture from the concert and you can find more on my album on webshots i will continue to add pictures as well as i get them from friends so check back now and again i going to sleep now it been a long but worthwhile hours a day i will surely never forget """,1
"""urllink david broza and the sky beginns to lighten """,1
"""there are new pictures up on my album care of my friend rachel isaacson there are a few pictures from a few days back when we had a blood drive on campus and then there are two beautiful shots that rachel took from outside the old city of yemin moshe where the windmill is and of the king david hotel and huc enjoy STRONG! urllink """,1
"""i stirred and looked at the clock half past on the clock another busy day i put feet down bent down to touch my feet a morning routine of warming up before i started my daily chores i went out of the room and closed the door quietly behind my back the air outside was cool and humid like every day i checked the lock on the door locked as i had last night i slowly passed the kitchen to the bathroom for a wash up i switched on the water boiler sat on the living room couch am coughed in the next room his cough was getting worse should i send him to school or not better not i take him to the doctor i decided """,0
"""well DOTS well DOTS finally after almost weeks DOTS i get time to set up an account here DOTS this is the second last week of my intern ship needless to say i really loved working here at mikoishi yeah really honestly though i always complained DOTS well DOTS i should have DOTS cuz only i know what it was like working in reuters DOTS that stupid company eom o yea DOTS chris disturbance well i do mind really DOTS i mean DOTS well DOTS he is married i guess DOTS so DOTS anyway i really wonder if that lass he went out with was his gf or someone amy set chris up with i feel real sorry for chris DOTS now i wonder DOTS was he madly infatuated but hey he did even bother asking me DOTS or caring when i had my operation then again was he guarding my privacy o who cares STRONG! now final weeks for my internship and he gets me to sit next to him DOTS emoji DOTS wonder if he feels any difference DOTS DOTS i be going back to school week after next week DOTS then o yea DOTS i make my grand entrance into the seg canteen right haha DOTS i wonder DOTS will those kuttans and kuttis DOTS take notice of me any more DOTS DOTS i guess those ppl got to know that i older than them DOTS d DOTS what a joke STRONG! i believe they din think twice that i might have been DOTS that poor bloke DOTS hahaha d DOTS o well DOTS let see what happens DOTS not to forget serene meet next thursday for the presentation DOTS should i wear the nyp to piss her off d DOTS no DOTS let see what i can come up with that day DOTS """,0
"""category desserts description a delicious but not cake dessert yield thin slices or larger slices ingredients cup no salt cooking margarine or butter plus aditional for greasing cup plus aditional for dusting teaspoons vanilla large cup teaspoons baking slices pineapple cut to cover bottom of pancinamon for sprinkling on pinapple optional preparation the oven to grease a loaf pan around inches sprinkle with and cinamon if desired and arrange the pinapple to cover the entire bottom of pan beat the margarine with the and vanilla can be done with a fork add the eggs and beat until mix add the flour and baking powder and beat until mix place in the pan and bake for hour or until dark golden on to the large amount of eggs in the mixture this cake will be darker when done than it cool remove from pan and enjoy """,0
"""wow DOTS this year went by so fast first year at claremont already over is that weird i mean so many things happened this year and now they gone just like that strange how life progresses life like the gravitron i too scared to go on it and i always left outside looking in watching people strapped in along for the ride while i see them spinning around in a swirling mass of colour the people inside are the they willing to grab life by the horns sorry for the cliche and be whipped in every direction no matter how many times they hurt they still hold on with everthing they got it scary how fast we age yet we never really ask why it happens so fast it just DOTS happens what is age anyway you ca feel it you ca see it but it always with you kinda like air it makes you live everyday makes you strive to achieve anything you want there so much we need to know and learn in such a small amount of time seeing my brother graduating makes me think about this a little more than i have before think about it we expected to be married and starting a family by the age of that only another years away tops my first went by quickly another will come up just as fast who knows what things we gain or lose by then do you actually know what you life going to be like later on no you do and you wo until then but you can steer it in the right direction just by observing people you can tell if they steering themself in the right direction and people my age are it ironic really the people that need the most help do want to ask for it and do take things seriously but the ones that do need the help think they need it only a few people are smart enough to turn their lives around but sometimes they figure it out too late so many things to think about too many things to ponder only in one lifetime do you recieve your opportunities """,0
"""yet another family tiff great timing there too much tension in this house i need to get out of here for a while why does it have to be like this you think we could work stuff out but no we dysfunctional heh but i fine now i let it all out by yelling my brains out about a certain annoying biatch ya know who i talkin arrrgh she just would leave me alone STRONG! you think she would get the hint by now geez DOTS it like everytime you turn around she there STRONG! lol leech STRONG! but hey wutcha gunna do with that damn puddle she do lotsa stuff to you and expect to be liked after she driven the knife into your back like times grrreat DOTS i hate this damn clingy thing i already have a shadow thank you very much STRONG! DOTS i never have a normal life too many things in the way of one well for me anyway everyone seems just so and here i am sulking you may be reading this and saying wtf STRONG! but this is what going on in the inside no one ever sees it except me being happy is so my thing right sure only in school though when i around people i like all my problems just slip away quietly never seen nor thought of when i with friends you guys make me feel waaay better it my escape my sanctuary you may not realize it but you guys do a lot for me for this i thank you it when i at home by myself that this stuff comes back to haunt me sorry grace i being too serious are i well my life is serious so there no helping it that all i got to say for now so peace up lol i so cool do you dare say otherwise STRONG! """,0
"""weird weather we having DOTS i swear it matches my moods all the time STRONG! this morning was so crappy when we played colours then it got prettyful this afternoon i felt really gross this morning too then i was happy now i blah uckyful feelings so many things to think about so many opportunities slipped past me DOTS feels like i been flipped upside down shaken for all i worth and have just been set upright again trying to find your bearings is hard especially at this age i mean there so many things that stand in your way nowadays so much easier when we were little DOTS lol i sound so serious this is like me STRONG! maybe i talking about this because i watched a certain movie on the weekend about not wanting to growing up flying away to neverland DOTS i do admit there advantages and disadvantages but i still do like the thought of it so many mixed feelings to sort out why should i have to go through this it waaay too complicated for my liking guess it just part of the grand design DOTS think i been reading too many fantasy books arrrgh i too naive with the ways of the world wish i was so much i be so much easier to adjust with certain things i walking a path in the dark it seems like i do know where i going tripping and trying to get back up exhausted and bruised struggling to overcome obstacles i ca see until they hit me square in the face DOTS just a little insight on the way i feel sometimes i oblivious and point out the obvious classic combo for an idiot eh i so clueless sometimes DOTS well guess this is all i can write for now kinda drained you know how it is i write in here a little later """,0
"""well have written in here for like the longest time it feels like i found a quote on the internet that inspired me to post something life is a waste of time time is a waste of life so get wasted all of the time and have the time of your life cleverand half true i think sometimes life is a waste of time but rarely time is definitelynota waste of life since without time no life would exist heh the last part is the best buti doubt i wan na get wasted all of the time DOTS oh well back to my world DOTS i felt so bad yesterday i hated myself for it been going onfor thepast week DOTS why do i feel we allare equal it not fair thatsome peolhavsm thingsthat others envy them for it all works out in the end right well where the end and when it coming for many it can never work out completely there only a small possibility that anything will be alright i know i sound so negative but it all true you always want what you ca have and no one ever satisfied with what they do pose there are so many things that can and are denied to you and there nothing you can do about it compensations are what you recieve instead or nothing is given at all i feel like i been denied what i want and denied even a simple compensation instead but there a reason for everything right wrong the only reason i not given the things i want or even desrvth most is because the world is letingohrs lucky on my misfortunes although i do have to take into consideration the unluckyevents that happen to the fortunate sometimes i do see them suffer as much as i usually do though either that or they refuse to show it wish i could refuse to show my sorrow when i been dealt a horrible hand maybe that why better things happen to people who do show their unhappiness fate is weaving my tapestry slowly but surely then snipping the strings faster than the loom can work DOTS """,0
"""ah finally free no school no worries damn it gunna be a nice months off STRONG! DOTS it off to a better start than any other summer i was such a loner STRONG! what the difference from now eh i still a loner at heart anyway DOTS i just came back from the movies and i saw shrek finally STRONG! i have dubbed thy babies dragonkies STRONG! now i want one STRONG! lol STRONG! as you may have guessed i quite sugar high from all that candy i ate at the theatre STRONG! so pretty much this post is randomness all the way STRONG! muwah STRONG! hah STRONG! i can see you shaking your head STRONG! do you laugh at me STRONG! only i can laugh at me d STRONG! hehe DOTS well now that that over why do i talk about something uh less pointless hmmm let see DOTS i saw my brother graduate on tuesday and it was so weird to see him up on stage STRONG! oh and all the pretty dresses STRONG! oh ca wait till i grad STRONG! it going to be so fun picking out and trying on dresses until i find the perfect one STRONG! but then again gradding is so i mean you got ta go off to college or university after the summer not lil ol claremont anymore you got ta make it on your own when i saw the ceremony i thought to myself i going to go through this in years three years is that long either ya know it strange how we come so far yet we have even seen half of our lives yet i really scaring myself now STRONG! think i better go before i start reminiscing about my childhood again DOTS """,0
"""acording to internet rumors the backstreet boys will tour asia for their upcoming album their untitled album is set for a release much to the amazement of this bsb fan i think it a safe bet that they conquer the world as they havebefore """,1
"""hello i thought that i might update my site a little bit this blog is to report that i wanted to tell everyone just how much the backstreet boys mean to me their music their group everything i suppose that you could say that the backstreet boys are going to occupy most of my life which is the reason for the blogger website emoji """,1
"""the backstreet boys have been an intricate part of my life for the past years and nothing much has changed about my fandom but i would just like to say that as an adult fan i can say that the backstreet boys have touche my life in ways that they may never know about this site is a tribute to my bsb devotion no i not obsessed with them just devoted and love them emoji i will use this spot to keep up to date about current bsb events so stay tuned emoji """,1
"""denise mclean mother of backstreet boy alex mclean has confirmed a october release for the backstreet boys new album """,1
"""this page is to clear up any rumors or gossip with the boys """,1
"""rumors rumors rumors there have been rumors floating around the internet of a release for the backstreet boys upcoming album although this has yet to be confirmed i have no doubts that this will be a hot new thing for the boys i think that the backstreet boys will prove to the critics as they always have that just because they have been around for a while that means that they ca start over again early next year the boys are planning a world wide tour of small and intimate venues so that they can get reaquainted with their fans there have also been rumors floating around that brian will bring his wife and year old son baylee with them but it will only be at certain places for fear that it may be too much for leighanne and the baby leighanne has stated that she and brian want baby baylee to know what his daddy does for a living everyone seems to think that because the backstreet boys have been in touch with their fans that it means that the backstreet boys are over but in reality the backstreet boys have a new album coming out in october emoji """,1
"""i feel like i ate enough for of me today even of me i had both lunch and dinner out with one of my sisters and separately with my parents ugh i ca move now my fortune from dinner says your example will inspire others i want to know how exactly that is a fortune i mean when did they stop with the actual fortunes and start with the cryptic messages i wanted something like you will be very lucky tomorrow or that one thing you really wish for will occur within a week or i would even settle for you will meet a very handsome man and have fabulous sex that seriously not too much to ask for right i also got judged for my naughty today sorta pissed me off i may have been acting like a petulant child but i feel i have right to act that way when i want to especially after the past year or so i become a lot more involved with my mother because she is disabled and is losing the ability to do a lot of day to day tasks like paying bills and other stuff that needs to be done my computer is doing funny things the font keeps changing size argh stop so anyway i am not having a happy day the only thing that really helped was the idea that i get to go buy a new shirt to wear with my khakis for my meeting had to throw that in still very excited oh plus i was going to clean tonight in case anyone exciting gets to see my house anytime soon ie the handsome man with the fabulous sex i waiting DOTS """,1
"""im awful this is my post today and looking back over them DOTS do i sound like i belong in a sorority honestly i do think i ever sounded as girly as i do on this thing i should talk about volunteering more and the snakes and junk machoness right now i stink is that macho i just got done with my evening run which i think could have been a little longer DOTS but oh well so now i smell in fact i should maybe take a shower stop fantasizing about me STRONG! im a sweaty stinky girl and i do want you thinking about me in that way i apologize i just always wanted to say that so i can live with just typing it things kept running through my head as i was running tonight i share one with you i think i have magical powers see our ice machine at work has been leaking and today it stopped while i was opening the shop so i figure it must have been my magic working without me knowing oh oh and then the email that i received from the i got that right as i was thinking about sending another email so again magic oh and my zoo person emailing me back DOTS i am so good that i do this stuff with out even knowing it now i just have to decide whether to use my powers for good or evil i call a vote with my one reader DOTS """,1
"""regardless of what you may think my title is my scream of joy i just logged into my school account to try and do another email because it been about a week and at the urging of my reader that singularsince i think there only one of you out there DOTS lo and behold DOTS to my surprise there was an email awaiting me from the my that poseiv huh i am excited very very very excited this means a road trip for me next weekend and a break from kansas yippee STRONG! i am planning an afternoon meeting with him and then i think im going to stay overnight in omaha see the town a little i must admit that i not very adventerous when im on my own in new places but at least i been there once before i may just be my big geeky self and spend all day friday at the omaha zoo last time i was there we rushed through it way too fast oh yeah STRONG! now i just need to reread all of the articles so that i have something to talk about with him and so that he does think im not qualified to work with him my bio advisor said he the professor i want towork with has a big ego i think he was just trying to freak me out but he said he was an alpha male type i can deal with alpha males he also said that you do have to like the professors you work with in graduate school i was thinking come on find some more good stuff to scare me with anyhow yay STRONG! """,1
"""friendly mood this week huh but honestly all i know is i was sound asleep and dreaming at about last night until i dreamt i was hearing screaming and flashing lights i think the flashing light thing was someone pulling into my driveway i do know about the whole screaming thing but i do know my neighbors were outside smoking when i motivated out of bed to check on what the heck was going on i swear they never sleep someone told me they got home at about TIME once and he neighbor guy was out working in his garage working at in the morning i am so in need of sleep that i did even curse at them this morning trust me they would have deserved it oh and new developments i wrote zb a quick email to say hi and sorry i have seen him around much and have a nice rest of the summer a generally friendly email and he wrote me back something like instantaneously so i am not the email leper i thought i was for a while still have heard from my yet i am still checking email something like every hours maybe i should write him again i mean really can you be too pushy when you want something """,1
"""i am pouting alot now it is like me and the prof i want to work with are dating since heis writing me back ugh STRONG! and i ran into zoo boy today one of my former crushes that was interesting it went something like this bunhug oh STRONG! you scared me since he creeped up on me zoob sorry so are you done with the observation bunhug yup zoob i was wondering if you were still alive DOTS bunhug wondering if now is the best time to remind him he stopped emailing me DOTS yup ive been around DOTS then some other nonsense was spoken zoob i had to get up early yesterday to take somebody to the airport bunhug wondering if i should ask if it was in fact his girlfriend oh yeah zoob ok i need to go work on something or other DOTS we both walk in separate yay my life is so interesting it is encounters like these that make me say boys are stupid and in the long run saying it does help any it does change things so anyway from this conversation and how i have been anxiously awaiting my reply from neb i check my email at least times a day you can tell its shaping up to be a less than stellar week maybe i am too pushy i like my pushiness though im the queen of pushiness at least it helps you get your way oh and work is making me extra tired lately im not sure how much longer i can handle the opening at TIME thing the most interesting thing thats happened so far this week is that i get to maybe help out with orientation talk about study abroad or something woo hoo slow down roller coaster of life """,1
